,0
3622,nvalid
3623,nvalid
3624,nvalid
3625,nvalid
3626,nvalid
3627,nvalid
3628,nvalid
3629,nvalid
3630,nvalid
3631,nvalid
3632,nvalid
3633,nvalid
3634,nvalid
3635,nvalid
3636,nvalid
3637,nvalid
3638,nvalid
3639,nvalid
3640,nvalid
3641,nvalid
3642,nvalid
3643,nvalid
3644,nvalid
3645,nvalid
3646,nvalid
3647,nvalid
3648,nvalid
3649,nvalid
3650,nvalid
3651,nvalid
3652,nvalid
3653,nvalid
3654,nvalid
3655,nvalid
3656,nvalid
3657,nvalid
3658,nvalid
3659,nvalid
3660,nvalid
3661,nvalid
3662,nvalid
3663,nvalid
3664,nvalid
3665,nvalid
3666,nvalid
3667,nvalid
3668,nvalid
3669,nvalid
3670,nvalid
3671,nvalid
3672,nvalid
3673,nvalid
3674,nvalid
3675,nvalid
3676,nvalid
3677,nvalid
3678,nvalid
3679,nvalid
3680,nvalid
3681,nvalid
3682,nvalid
3683,nvalid
3684,nvalid
3685,nvalid
3686,nvalid
3687,nvalid
3688,nvalid
3689,nvalid
3690,nvalid
3691,nvalid
3692,nvalid
3693,nvalid
3694,nvalid
3695,nvalid
3696,nvalid
3697,nvalid
3698,nvalid
3699,nvalid
3700,nvalid
3701,nvalid
3702,nvalid
3703,nvalid
3704,nvalid
3705,nvalid
3706,nvalid
3707,nvalid
3708,nvalid
3709,nvalid
3710,nvalid
3711,nvalid
3712,nvalid
3713,nvalid
3714,nvalid
3715,nvalid
3716,nvalid
3717,nvalid
3718,nvalid
3719,nvalid
3720,nvalid
3721,nvalid
3722,nvalid
3723,nvalid
3724,nvalid
3725,nvalid
3726,nvalid
3727,nvalid
3728,nvalid
3729,nvalid
3730,nvalid
3731,nvalid
3732,nvalid
3733,nvalid
3734,nvalid
3735,nvalid
3736,nvalid
3737,nvalid
3738,nvalid
3739,nvalid
3740,nvalid
3741,nvalid
3742,nvalid
3743,nvalid
3744,nvalid
3745,nvalid
3746,nvalid
3747,nvalid
3748,nvalid
3749,nvalid
3750,nvalid
3751,nvalid
3752,nvalid
3753,nvalid
3754,nvalid
3755,nvalid
3756,nvalid
3757,nvalid
3758,nvalid
3759,nvalid
3760,nvalid
3761,nvalid
3762,nvalid
3763,nvalid
3764,nvalid
3765,nvalid
3766,nvalid
3767,nvalid
3768,nvalid
3769,nvalid
3770,nvalid
3771,nvalid
3772,nvalid
3773,nvalid
3774,nvalid
3775,nvalid
3776,nvalid
3777,nvalid
3778,nvalid
3779,nvalid
3780,nvalid
3781,nvalid
3782,nvalid
3783,nvalid
3784,nvalid
3785,nvalid
3786,nvalid
3787,nvalid
3788,nvalid
3789,nvalid
3790,nvalid
3791,nvalid
3792,nvalid
3793,nvalid
3794,nvalid
3795,nvalid
3796,nvalid
3797,nvalid
3798,nvalid
3799,nvalid
3800,nvalid
3801,nvalid
3802,nvalid
3803,nvalid
3804,nvalid
3805,nvalid
3806,nvalid
3807,nvalid
3808,nvalid
3809,nvalid
3810,nvalid
3811,nvalid
3812,nvalid
3813,nvalid
3814,nvalid
3815,nvalid
3816,nvalid
3817,nvalid
3818,nvalid
3819,nvalid
3820,nvalid
3821,nvalid
3822,nvalid
3823,nvalid
3824,nvalid
3825,nvalid
3826,nvalid
3827,nvalid
3828,nvalid
3829,nvalid
3830,nvalid
3831,nvalid
3832,nvalid
3833,nvalid
3834,nvalid
3835,nvalid
3836,nvalid
3837,nvalid
3838,nvalid
3839,nvalid
3840,nvalid
3841,nvalid
3842,nvalid
3843,nvalid
3844,nvalid
3845,nvalid
3846,nvalid
3847,nvalid
3848,nvalid
3849,nvalid
3850,nvalid
3851,nvalid
3852,nvalid
3853,nvalid
3854,nvalid
3855,nvalid
3856,nvalid
3857,nvalid
3858,nvalid
3859,nvalid
3860,nvalid
3861,nvalid
3862,nvalid
3863,nvalid
3864,nvalid
3865,nvalid
3866,nvalid
3867,nvalid
3868,nvalid
3869,nvalid
3870,nvalid
3871,nvalid
3872,nvalid
3873,nvalid
3874,nvalid
3875,nvalid
3876,nvalid
3877,nvalid
3878,nvalid
3879,nvalid
3880,nvalid
3881,nvalid
3882,nvalid
3883,nvalid
3884,nvalid
3885,nvalid
3886,nvalid
3887,nvalid
3888,nvalid
3889,nvalid
3890,nvalid
3891,nvalid
3892,nvalid
3893,nvalid
3894,nvalid
3895,nvalid
3896,nvalid
3897,nvalid
3898,nvalid
3899,nvalid
3900,nvalid
3901,nvalid
3902,nvalid
3903,nvalid
3904,nvalid
3905,nvalid
3906,nvalid
3907,nvalid
3908,nvalid
3909,nvalid
3910,nvalid
3911,nvalid
3912,nvalid
3913,nvalid
3914,nvalid
3915,nvalid
3916,nvalid
3917,nvalid
3918,nvalid
3919,nvalid
3920,nvalid
3921,nvalid
3922,nvalid
3923,nvalid
3924,nvalid
3925,nvalid
3926,nvalid
3927,nvalid
3928,nvalid
3929,nvalid
3930,nvalid
3931,nvalid
3932,nvalid
3933,nvalid
3934,nvalid
3935,nvalid
3936,nvalid
3937,nvalid
3938,nvalid
3939,nvalid
3940,nvalid
3941,nvalid
3942,nvalid
3943,nvalid
3944,nvalid
3945,nvalid
3946,nvalid
3947,nvalid
3948,nvalid
3949,nvalid
3950,nvalid
3951,nvalid
3952,nvalid
3953,nvalid
3954,nvalid
3955,nvalid
3956,nvalid
3957,nvalid
3958,nvalid
3959,nvalid
3960,nvalid
3961,nvalid
3962,nvalid
3963,nvalid
3964,nvalid
3965,nvalid
3966,nvalid
3967,nvalid
3968,nvalid
3969,nvalid
3970,nvalid
3971,nvalid
3972,nvalid
3973,nvalid
3974,nvalid
3975,nvalid
3976,nvalid
3977,nvalid
3978,nvalid
3979,nvalid
3980,nvalid
3981,nvalid
3982,nvalid
3983,nvalid
3984,nvalid
3985,nvalid
3986,nvalid
3987,nvalid
3988,nvalid
3989,nvalid
3990,nvalid
3991,nvalid
3992,nvalid
3993,nvalid
3994,nvalid
3995,nvalid
3996,nvalid
3997,nvalid
3998,nvalid
3999,nvalid
4000,nvalid
4001,nvalid
4002,nvalid
4003,nvalid
4004,nvalid
4005,nvalid
4006,nvalid
4007,nvalid
4008,nvalid
4009,nvalid
4010,nvalid
4011,nvalid
4012,nvalid
4013,nvalid
4014,nvalid
4015,nvalid
4016,nvalid
4017,nvalid
4018,nvalid
4019,nvalid
4020,nvalid
4021,nvalid
4022,nvalid
4023,nvalid
4024,nvalid
4025,nvalid
4026,nvalid
4027,nvalid
4028,nvalid
4029,nvalid
4030,nvalid
4031,nvalid
4032,nvalid
4033,nvalid
4034,nvalid
4035,nvalid
4036,nvalid
4037,nvalid
4038,nvalid
4039,nvalid
4040,nvalid
4041,nvalid
4042,nvalid
4043,nvalid
4044,nvalid
4045,nvalid
4046,nvalid
4047,nvalid
4048,nvalid
4049,nvalid
4050,nvalid
4051,nvalid
4052,nvalid
4053,nvalid
4054,nvalid
4055,nvalid
4056,nvalid
4057,nvalid
4058,nvalid
4059,nvalid
4060,nvalid
4061,nvalid
4062,nvalid
4063,nvalid
4064,nvalid
4065,nvalid
4066,nvalid
4067,nvalid
4068,nvalid
4069,nvalid
4070,nvalid
4071,nvalid
4072,nvalid
4073,nvalid
4074,nvalid
4075,nvalid
4076,nvalid
4077,nvalid
4078,nvalid
4079,nvalid
4080,nvalid
4081,nvalid
4082,nvalid
4083,nvalid
4084,nvalid
4085,nvalid
4086,nvalid
4087,nvalid
4088,nvalid
4089,nvalid
4090,nvalid
4091,nvalid
4092,nvalid
4093,nvalid
4094,nvalid
4095,nvalid
4096,nvalid
4097,nvalid
4098,nvalid
4099,nvalid
4100,nvalid
4101,nvalid
4102,nvalid
4103,nvalid
4104,nvalid
4105,nvalid
4106,nvalid
4107,nvalid
4108,nvalid
4109,nvalid
4110,nvalid
4111,nvalid
4112,nvalid
4113,nvalid
4114,nvalid
4115,nvalid
4116,nvalid
4117,nvalid
4118,nvalid
4119,nvalid
4120,nvalid
4121,nvalid
4122,nvalid
4123,nvalid
4124,nvalid
4125,nvalid
4126,nvalid
4127,nvalid
4128,nvalid
4129,nvalid
4130,nvalid
4131,nvalid
4132,nvalid
4133,nvalid
4134,nvalid
4135,nvalid
4136,nvalid
4137,nvalid
4138,nvalid
4139,nvalid
4140,nvalid
4141,nvalid
4142,nvalid
4143,nvalid
4144,nvalid
4145,nvalid
4146,nvalid
4147,nvalid
4148,nvalid
4149,nvalid
4150,nvalid
4151,nvalid
4152,nvalid
4153,nvalid
4154,nvalid
4155,nvalid
4156,nvalid
4157,nvalid
4158,nvalid
4159,nvalid
4160,nvalid
4161,nvalid
4162,nvalid
4163,nvalid
4164,nvalid
4165,nvalid
4166,nvalid
4167,nvalid
4168,nvalid
4169,nvalid
4170,nvalid
4171,nvalid
4172,nvalid
4173,nvalid
4174,nvalid
4175,nvalid
4176,nvalid
4177,nvalid
4178,nvalid
4179,nvalid
4180,nvalid
4181,nvalid
4182,nvalid
4183,nvalid
4184,nvalid
4185,nvalid
4186,nvalid
4187,nvalid
4188,nvalid
4189,nvalid
4190,nvalid
4191,nvalid
4192,nvalid
4193,nvalid
4194,nvalid
4195,nvalid
4196,nvalid
4197,nvalid
4198,nvalid
4199,nvalid
4200,nvalid
4201,nvalid
4202,nvalid
4203,nvalid
4204,nvalid
4205,nvalid
4206,nvalid
4207,nvalid
4208,nvalid
4209,nvalid
4210,nvalid
4211,nvalid
4212,nvalid
4213,nvalid
4214,nvalid
4215,nvalid
4216,nvalid
4217,nvalid
4218,nvalid
4219,nvalid
4220,nvalid
4221,nvalid
4222,nvalid
4223,nvalid
4224,nvalid
4225,nvalid
4226,nvalid
4227,nvalid
4228,nvalid
4229,nvalid
4230,nvalid
4231,nvalid
4232,nvalid
4233,nvalid
4234,nvalid
4235,nvalid
4236,nvalid
4237,nvalid
4238,nvalid
4239,nvalid
4240,nvalid
4241,nvalid
4242,nvalid
4243,nvalid
4244,nvalid
4245,nvalid
4246,nvalid
4247,nvalid
4248,nvalid
4249,nvalid
4250,nvalid
4251,nvalid
4252,nvalid
4253,nvalid
4254,nvalid
4255,nvalid
4256,nvalid
4257,nvalid
4258,nvalid
4259,nvalid
4260,nvalid
4261,nvalid
4262,nvalid
4263,nvalid
4264,nvalid
4265,nvalid
4266,nvalid
4267,nvalid
4268,nvalid
4269,nvalid
4270,nvalid
4271,nvalid
4272,nvalid
4273,nvalid
4274,nvalid
4275,nvalid
4276,nvalid
4277,nvalid
4278,nvalid
4279,nvalid
4280,nvalid
4281,nvalid
4282,nvalid
4283,nvalid
4284,nvalid
4285,nvalid
4286,nvalid
4287,nvalid
4288,nvalid
4289,nvalid
4290,nvalid
4291,nvalid
4292,nvalid
4293,nvalid
4294,nvalid
4295,nvalid
4296,nvalid
4297,nvalid
4298,nvalid
4299,nvalid
4300,nvalid
4301,nvalid
4302,nvalid
4303,nvalid
4304,nvalid
4305,nvalid
4306,nvalid
4307,nvalid
4308,nvalid
4309,nvalid
4310,nvalid
4311,nvalid
4312,nvalid
4313,nvalid
4314,nvalid
4315,nvalid
4316,nvalid
4317,nvalid
4318,nvalid
4319,nvalid
4320,nvalid
4321,nvalid
4322,nvalid
4323,nvalid
4324,nvalid
4325,nvalid
4326,nvalid
4327,nvalid
4328,nvalid
4329,nvalid
4330,nvalid
4331,nvalid
4332,nvalid
4333,nvalid
4334,nvalid
4335,nvalid
4336,nvalid
4337,nvalid
4338,nvalid
4339,nvalid
4340,nvalid
4341,nvalid
4342,nvalid
4343,nvalid
4344,nvalid
4345,nvalid
4346,nvalid
4347,nvalid
4348,nvalid
4349,nvalid
4350,nvalid
4351,nvalid
4352,nvalid
4353,nvalid
4354,nvalid
4355,nvalid
4356,nvalid
4357,nvalid
4358,nvalid
4359,nvalid
4360,nvalid
4361,nvalid
4362,nvalid
4363,nvalid
4364,nvalid
4365,nvalid
4366,nvalid
4367,nvalid
4368,nvalid
4369,nvalid
4370,nvalid
4371,nvalid
4372,nvalid
4373,nvalid
4374,nvalid
4375,nvalid
4376,nvalid
4377,nvalid
4378,nvalid
4379,nvalid
4380,nvalid
4381,nvalid
4382,nvalid
4383,nvalid
4384,nvalid
4385,nvalid
4386,nvalid
4387,nvalid
4388,nvalid
4389,nvalid
4390,nvalid
4391,nvalid
4392,nvalid
4393,nvalid
4394,nvalid
4395,nvalid
4396,nvalid
4397,nvalid
4398,nvalid
4399,nvalid
4400,nvalid
4401,nvalid
4402,nvalid
4403,nvalid
4404,nvalid
4405,nvalid
4406,nvalid
4407,nvalid
4408,nvalid
4409,nvalid
4410,nvalid
4411,nvalid
4412,nvalid
4413,nvalid
4414,nvalid
4415,nvalid
4416,nvalid
4417,nvalid
4418,nvalid
4419,nvalid
4420,nvalid
4421,nvalid
4422,nvalid
4423,nvalid
4424,nvalid
4425,nvalid
4426,nvalid
4427,nvalid
4428,nvalid
4429,nvalid
4430,nvalid
4431,nvalid
4432,nvalid
4433,nvalid
4434,nvalid
4435,nvalid
4436,nvalid
4437,nvalid
4438,nvalid
4439,nvalid
4440,nvalid
4441,nvalid
4442,nvalid
4443,nvalid
4444,nvalid
4445,nvalid
4446,nvalid
4447,nvalid
4448,nvalid
4449,nvalid
4450,nvalid
4451,nvalid
4452,nvalid
4453,nvalid
4454,nvalid
4455,nvalid
4456,nvalid
4457,nvalid
4458,nvalid
4459,nvalid
4460,nvalid
4461,nvalid
4462,nvalid
4463,nvalid
4464,nvalid
4465,nvalid
4466,nvalid
4467,nvalid
4468,nvalid
4469,nvalid
4470,nvalid
4471,nvalid
4472,nvalid
4473,nvalid
4474,nvalid
4475,nvalid
4476,nvalid
4477,nvalid
4478,nvalid
4479,nvalid
4480,nvalid
4481,nvalid
4482,nvalid
4483,nvalid
4484,nvalid
4485,nvalid
4486,nvalid
4487,nvalid
4488,nvalid
4489,nvalid
4490,nvalid
4491,nvalid
4492,nvalid
4493,nvalid
4494,nvalid
4495,nvalid
4496,nvalid
4497,nvalid
4498,nvalid
4499,nvalid
4500,nvalid
4501,nvalid
4502,nvalid
4503,nvalid
4504,nvalid
4505,nvalid
4506,nvalid
4507,nvalid
4508,nvalid
4509,nvalid
4510,nvalid
4511,nvalid
4512,nvalid
4513,nvalid
4514,nvalid
4515,nvalid
4516,nvalid
4517,nvalid
4518,nvalid
4519,nvalid
4520,nvalid
4521,nvalid
4522,nvalid
4523,nvalid
4524,nvalid
4525,nvalid
4526,nvalid
4527,nvalid
4528,nvalid
4529,nvalid
4530,nvalid
4531,nvalid
4532,nvalid
4533,nvalid
4534,nvalid
4535,nvalid
4536,nvalid
4537,nvalid
4538,nvalid
4539,nvalid
4540,nvalid
4541,nvalid
4542,nvalid
4543,nvalid
4544,nvalid
4545,nvalid
4546,nvalid
4547,nvalid
4548,nvalid
4549,nvalid
4550,nvalid
4551,nvalid
4552,nvalid
4553,nvalid
4554,nvalid
4555,nvalid
4556,nvalid
4557,nvalid
4558,nvalid
4559,nvalid
4560,nvalid
4561,nvalid
4562,nvalid
4563,nvalid
4564,nvalid
4565,nvalid
4566,nvalid
4567,nvalid
4568,nvalid
4569,nvalid
4570,nvalid
4571,nvalid
4572,nvalid
4573,nvalid
4574,nvalid
4575,nvalid
4576,nvalid
4577,nvalid
4578,nvalid
4579,nvalid
4580,nvalid
4581,nvalid
4582,nvalid
4583,nvalid
4584,nvalid
4585,nvalid
4586,nvalid
4587,nvalid
4588,nvalid
4589,nvalid
4590,nvalid
4591,nvalid
4592,nvalid
4593,nvalid
4594,nvalid
4595,nvalid
4596,nvalid
4597,nvalid
4598,nvalid
4599,nvalid
4600,nvalid
4601,nvalid
4602,nvalid
4603,nvalid
4604,nvalid
4605,nvalid
4606,nvalid
4607,nvalid
4608,nvalid
4609,nvalid
4610,nvalid
4611,nvalid
4612,nvalid
4613,nvalid
4614,nvalid
4615,nvalid
4616,nvalid
4617,nvalid
4618,nvalid
4619,nvalid
4620,nvalid
4621,nvalid
4622,nvalid
4623,nvalid
4624,nvalid
4625,nvalid
4626,nvalid
4627,nvalid
4628,nvalid
4629,nvalid
4630,nvalid
4631,nvalid
4632,nvalid
4633,nvalid
4634,nvalid
4635,nvalid
4636,nvalid
4637,nvalid
4638,nvalid
4639,nvalid
4640,nvalid
4641,nvalid
4642,nvalid
4643,nvalid
4644,nvalid
4645,nvalid
4646,nvalid
4647,nvalid
4648,nvalid
4649,nvalid
4650,nvalid
4651,nvalid
4652,nvalid
4653,nvalid
4654,nvalid
4655,nvalid
4656,nvalid
4657,nvalid
4658,nvalid
4659,nvalid
4660,nvalid
4661,nvalid
4662,nvalid
4663,nvalid
4664,nvalid
4665,nvalid
4666,nvalid
4667,nvalid
4668,nvalid
4669,nvalid
4670,nvalid
4671,nvalid
4672,nvalid
4673,nvalid
4674,nvalid
4675,nvalid
4676,nvalid
4677,nvalid
4678,nvalid
4679,nvalid
4680,nvalid
4681,nvalid
4682,nvalid
4683,nvalid
4684,nvalid
4685,nvalid
4686,nvalid
4687,nvalid
4688,nvalid
4689,nvalid
4690,nvalid
4691,nvalid
4692,nvalid
4693,nvalid
4694,nvalid
4695,nvalid
4696,nvalid
4697,nvalid
4698,nvalid
4699,nvalid
4700,nvalid
4701,nvalid
4702,nvalid
4703,nvalid
4704,nvalid
4705,nvalid
4706,nvalid
4707,nvalid
4708,nvalid
4709,nvalid
4710,nvalid
4711,nvalid
4712,nvalid
4713,nvalid
4714,nvalid
4715,nvalid
4716,nvalid
4717,nvalid
4718,nvalid
4719,nvalid
4720,nvalid
4721,nvalid
4722,nvalid
4723,nvalid
4724,nvalid
4725,nvalid
4726,nvalid
4727,nvalid
4728,nvalid
4729,nvalid
4730,nvalid
4731,nvalid
4732,nvalid
4733,nvalid
4734,nvalid
4735,nvalid
4736,nvalid
4737,nvalid
4738,nvalid
4739,nvalid
4740,nvalid
4741,nvalid
4742,nvalid
4743,nvalid
4744,nvalid
4745,nvalid
4746,nvalid
4747,nvalid
4748,nvalid
4749,nvalid
4750,nvalid
4751,nvalid
4752,nvalid
4753,nvalid
4754,nvalid
4755,nvalid
4756,nvalid
4757,nvalid
4758,nvalid
4759,nvalid
4760,nvalid
4761,nvalid
4762,nvalid
4763,nvalid
4764,nvalid
4765,nvalid
4766,nvalid
4767,nvalid
4768,nvalid
4769,nvalid
4770,nvalid
4771,nvalid
4772,nvalid
4773,nvalid
4774,nvalid
4775,nvalid
4776,nvalid
4777,nvalid
4778,nvalid
4779,nvalid
4780,nvalid
4781,nvalid
4782,nvalid
4783,nvalid
4784,nvalid
4785,nvalid
4786,nvalid
4787,nvalid
4788,nvalid
4789,nvalid
4790,nvalid
4791,nvalid
4792,nvalid
4793,nvalid
4794,nvalid
4795,nvalid
4796,nvalid
4797,nvalid
4798,nvalid
4799,nvalid
4800,nvalid
4801,nvalid
4802,nvalid
4803,nvalid
4804,nvalid
4805,nvalid
4806,nvalid
4807,nvalid
4808,nvalid
4809,nvalid
4810,nvalid
4811,nvalid
4812,nvalid
4813,nvalid
4814,nvalid
4815,nvalid
4816,nvalid
4817,nvalid
4818,nvalid
4819,nvalid
4820,nvalid
4821,nvalid
4822,nvalid
4823,nvalid
4824,nvalid
4825,nvalid
4826,nvalid
4827,nvalid
4828,nvalid
4829,nvalid
4830,nvalid
4831,nvalid
4832,nvalid
4833,nvalid
4834,nvalid
4835,nvalid
4836,nvalid
4837,nvalid
4838,nvalid
4839,nvalid
4840,nvalid
4841,nvalid
4842,nvalid
4843,nvalid
4844,nvalid
4845,nvalid
4846,nvalid
4847,nvalid
4848,nvalid
4849,nvalid
4850,nvalid
4851,nvalid
4852,nvalid
4853,nvalid
4854,nvalid
4855,nvalid
4856,nvalid
4857,nvalid
4858,nvalid
4859,nvalid
4860,nvalid
4861,nvalid
4862,nvalid
4863,nvalid
4864,nvalid
4865,nvalid
4866,nvalid
4867,nvalid
4868,nvalid
4869,nvalid
4870,nvalid
4871,nvalid
4872,nvalid
4873,nvalid
4874,nvalid
4875,nvalid
4876,nvalid
4877,nvalid
4878,nvalid
4879,nvalid
4880,nvalid
4881,nvalid
4882,nvalid
4883,nvalid
4884,nvalid
4885,nvalid
4886,nvalid
4887,nvalid
4888,nvalid
4889,nvalid
4890,nvalid
4891,nvalid
4892,nvalid
4893,nvalid
4894,nvalid
4895,nvalid
4896,nvalid
4897,nvalid
4898,nvalid
4899,nvalid
4900,nvalid
4901,nvalid
4902,nvalid
4903,nvalid
4904,nvalid
4905,nvalid
4906,nvalid
4907,nvalid
4908,nvalid
4909,nvalid
4910,nvalid
4911,nvalid
4912,nvalid
4913,nvalid
4914,nvalid
4915,nvalid
4916,nvalid
4917,nvalid
4918,nvalid
4919,nvalid
4920,nvalid
4921,nvalid
4922,nvalid
4923,nvalid
4924,nvalid
4925,nvalid
4926,nvalid
4927,nvalid
4928,nvalid
4929,nvalid
4930,nvalid
4931,nvalid
4932,nvalid
4933,nvalid
4934,nvalid
4935,nvalid
4936,nvalid
4937,nvalid
4938,nvalid
4939,nvalid
4940,nvalid
4941,nvalid
4942,nvalid
4943,nvalid
4944,nvalid
4945,nvalid
4946,nvalid
4947,nvalid
4948,nvalid
4949,nvalid
4950,nvalid
4951,nvalid
4952,nvalid
4953,nvalid
4954,nvalid
4955,nvalid
4956,nvalid
4957,nvalid
4958,nvalid
4959,nvalid
4960,nvalid
4961,nvalid
4962,nvalid
4963,nvalid
4964,nvalid
4965,nvalid
4966,nvalid
4967,nvalid
4968,nvalid
4969,nvalid
4970,nvalid
4971,nvalid
4972,nvalid
4973,nvalid
4974,nvalid
4975,nvalid
4976,nvalid
4977,nvalid
4978,nvalid
4979,nvalid
4980,nvalid
4981,nvalid
4982,nvalid
4983,nvalid
4984,nvalid
4985,nvalid
4986,nvalid
4987,nvalid
4988,nvalid
4989,nvalid
4990,nvalid
4991,nvalid
4992,nvalid
4993,nvalid
4994,nvalid
4995,nvalid
4996,nvalid
4997,nvalid
4998,nvalid
4999,nvalid
5000,nvalid
5001,nvalid
5002,nvalid
5003,nvalid
5004,nvalid
5005,nvalid
5006,nvalid
5007,nvalid
5008,nvalid
5009,nvalid
5010,nvalid
5011,nvalid
5012,nvalid
5013,nvalid
5014,nvalid
5015,nvalid
5016,nvalid
5017,nvalid
5018,nvalid
5019,nvalid
5020,nvalid
5021,nvalid
5022,nvalid
5023,nvalid
5024,nvalid
5025,nvalid
5026,nvalid
5027,nvalid
5028,nvalid
5029,nvalid
5030,nvalid
5031,nvalid
5032,nvalid
5033,nvalid
5034,nvalid
5035,nvalid
5036,nvalid
5037,nvalid
5038,nvalid
5039,nvalid
5040,nvalid
5041,nvalid
5042,nvalid
5043,nvalid
5044,nvalid
5045,nvalid
5046,nvalid
5047,nvalid
5048,nvalid
5049,nvalid
5050,nvalid
5051,nvalid
5052,nvalid
5053,nvalid
5054,nvalid
5055,nvalid
5056,nvalid
5057,nvalid
5058,nvalid
5059,nvalid
5060,nvalid
5061,nvalid
5062,nvalid
5063,nvalid
5064,nvalid
5065,nvalid
5066,nvalid
5067,nvalid
5068,nvalid
5069,nvalid
5070,nvalid
5071,nvalid
5072,nvalid
5073,nvalid
5074,nvalid
5075,nvalid
5076,nvalid
5077,nvalid
5078,nvalid
5079,nvalid
5080,nvalid
5081,nvalid
5082,nvalid
5083,nvalid
5084,nvalid
5085,nvalid
5086,nvalid
5087,nvalid
5088,nvalid
5089,nvalid
5090,nvalid
5091,nvalid
5092,nvalid
5093,nvalid
5094,nvalid
5095,nvalid
5096,nvalid
5097,nvalid
5098,nvalid
5099,nvalid
5100,nvalid
5101,nvalid
5102,nvalid
5103,nvalid
5104,nvalid
5105,nvalid
5106,nvalid
5107,nvalid
5108,nvalid
5109,nvalid
5110,nvalid
5111,nvalid
5112,nvalid
5113,nvalid
5114,nvalid
5115,nvalid
5116,nvalid
5117,nvalid
5118,nvalid
5119,nvalid
5120,nvalid
5121,nvalid
5122,nvalid
5123,nvalid
5124,nvalid
5125,nvalid
5126,nvalid
5127,nvalid
5128,nvalid
5129,nvalid
5130,nvalid
5131,nvalid
5132,nvalid
5133,nvalid
5134,nvalid
5135,nvalid
5136,nvalid
5137,nvalid
5138,nvalid
5139,nvalid
5140,nvalid
5141,nvalid
5142,nvalid
5143,nvalid
5144,nvalid
5145,nvalid
5146,nvalid
5147,nvalid
5148,nvalid
5149,nvalid
5150,nvalid
5151,nvalid
5152,nvalid
5153,nvalid
5154,nvalid
5155,nvalid
5156,nvalid
5157,nvalid
5158,nvalid
5159,nvalid
5160,nvalid
5161,nvalid
5162,nvalid
5163,nvalid
5164,nvalid
5165,nvalid
5166,nvalid
5167,nvalid
5168,nvalid
5169,nvalid
5170,nvalid
5171,nvalid
5172,nvalid
5173,nvalid
5174,nvalid
5175,nvalid
5176,nvalid
5177,nvalid
5178,nvalid
5179,nvalid
5180,nvalid
5181,nvalid
5182,nvalid
5183,nvalid
5184,nvalid
5185,nvalid
5186,nvalid
5187,nvalid
5188,nvalid
5189,nvalid
5190,nvalid
5191,nvalid
5192,nvalid
5193,nvalid
5194,nvalid
5195,nvalid
5196,nvalid
5197,nvalid
5198,nvalid
5199,nvalid
5200,nvalid
5201,nvalid
5202,nvalid
5203,nvalid
5204,nvalid
5205,nvalid
5206,nvalid
5207,nvalid
5208,nvalid
5209,nvalid
5210,nvalid
5211,nvalid
5212,nvalid
5213,nvalid
5214,nvalid
5215,nvalid
5216,nvalid
5217,nvalid
5218,nvalid
5219,nvalid
5220,nvalid
5221,nvalid
5222,nvalid
5223,nvalid
5224,nvalid
5225,nvalid
5226,nvalid
5227,nvalid
5228,nvalid
5229,nvalid
5230,nvalid
5231,nvalid
5232,nvalid
5233,nvalid
5234,nvalid
5235,nvalid
5236,nvalid
5237,nvalid
5238,nvalid
5239,nvalid
5240,nvalid
5241,nvalid
5242,nvalid
5243,nvalid
5244,nvalid
5245,nvalid
5246,nvalid
5247,nvalid
5248,nvalid
5249,nvalid
5250,nvalid
5251,nvalid
5252,nvalid
5253,nvalid
5254,nvalid
5255,nvalid
5256,nvalid
5257,nvalid
5258,nvalid
5259,nvalid
5260,nvalid
5261,nvalid
5262,nvalid
5263,nvalid
5264,nvalid
5265,nvalid
5266,nvalid
5267,nvalid
5268,nvalid
5269,nvalid
5270,nvalid
5271,nvalid
5272,nvalid
5273,nvalid
5274,nvalid
5275,nvalid
5276,nvalid
5277,nvalid
5278,nvalid
5279,nvalid
5280,nvalid
5281,nvalid
5282,nvalid
5283,nvalid
5284,nvalid
5285,nvalid
5286,nvalid
5287,nvalid
5288,nvalid
5289,nvalid
5290,nvalid
5291,nvalid
5292,nvalid
5293,nvalid
5294,nvalid
5295,nvalid
5296,nvalid
5297,nvalid
5298,nvalid
5299,nvalid
5300,nvalid
5301,nvalid
5302,nvalid
5303,nvalid
5304,nvalid
5305,nvalid
5306,nvalid
5307,nvalid
5308,nvalid
5309,nvalid
5310,nvalid
5311,nvalid
5312,nvalid
5313,nvalid
5314,nvalid
5315,nvalid
5316,nvalid
5317,nvalid
5318,nvalid
5319,nvalid
5320,nvalid
5321,nvalid
5322,nvalid
5323,nvalid
5324,nvalid
5325,nvalid
5326,nvalid
5327,nvalid
5328,nvalid
5329,nvalid
5330,nvalid
5331,nvalid
5332,nvalid
5333,nvalid
5334,nvalid
5335,nvalid
5336,nvalid
5337,nvalid
5338,nvalid
5339,nvalid
5340,nvalid
5341,nvalid
5342,nvalid
5343,nvalid
5344,nvalid
5345,nvalid
5346,nvalid
5347,nvalid
5348,nvalid
5349,nvalid
5350,nvalid
5351,nvalid
5352,nvalid
5353,nvalid
5354,nvalid
5355,nvalid
5356,nvalid
5357,nvalid
5358,nvalid
5359,nvalid
5360,nvalid
5361,nvalid
5362,nvalid
5363,nvalid
5364,nvalid
5365,nvalid
5366,nvalid
5367,nvalid
5368,nvalid
5369,nvalid
5370,nvalid
